,x_coord,layer 1,layer 2,layer 3,layer 4
143,1417.1903308647813,,,80.976,169.596
144,1427.0753146433267,,,80.976,169.17600000000002
145,1436.9599808799517,,,80.724,169.26000000000002
146,1446.8443303094068,,,80.808,168.58800000000002
147,1456.728363666777,,,80.64,168.924
148,1466.612081687138,,,80.55600000000001,169.008
149,1476.4954851053535,,,80.55600000000001,168.336
150,1486.3785746565004,,,80.808,168.252
151,1496.261351075153,,,80.724,167.916
152,1506.1438150961503,,,80.724,167.916
153,1516.0259674524427,,,80.55600000000001,168.0
154,1525.9078088797598,,,80.64,167.83200000000002
155,1535.789340112318,,,80.724,167.916
156,1545.6705618833867,,,80.724,168.084
157,1555.5514749265342,,,80.808,168.0
158,1565.4320799758168,,,80.808,168.084
159,1575.3123777658989,,,80.808,168.252
160,1585.192369029265,,,80.724,168.756
161,1595.072054499453,,,80.976,169.008
162,1604.9514349097171,,,80.64,169.68
163,1614.8305109927255,,,80.976,169.93200000000002
164,1624.7092834828452,,,80.976,170.184
165,1634.58775311066,,,81.144,170.436
166,1644.4659206116844,,,80.976,170.604
167,1654.3437867164175,,,80.976,170.604
168,1664.221352158307,,,80.976,170.604
169,1674.0986176685728,,,80.89200000000001,170.77200000000002
170,1683.9755839814486,,,80.976,171.192
171,1693.8522518271989,,,81.06,170.68800000000002
172,1703.7286219385912,,,80.976,170.604
173,1713.6046950473956,,,80.724,170.352
174,1723.4804718848573,,,80.724,170.352
175,1733.3559531833146,,,80.808,169.848
176,1743.2311396739458,,,80.724,169.848
177,1753.1060320879465,,,80.808,169.68
178,1762.9806311568889,,,80.89200000000001,169.512
179,1772.8549376108087,,,80.808,169.17600000000002
180,1782.728952182169,,,80.724,169.34400000000002
181,1792.6026756007159,,,80.64,169.26000000000002
182,1802.4761085973782,,,80.724,169.764
183,1812.3492519027411,,,80.808,169.512
184,1822.222106247479,,,80.89200000000001,169.848
185,1832.0946723616303,,,80.89200000000001,170.10000000000002
186,1841.9669509756852,,,80.89200000000001,170.352
187,1851.8389428194112,,,80.976,170.52
188,1861.7106486233185,,,80.89200000000001,170.52
189,1871.5820691155182,,,80.808,170.604
190,1881.4532050275989,,,80.724,170.68800000000002
191,1891.3240570888197,,,80.64,170.68800000000002
192,1901.1946260277987,,,80.724,170.604
193,1911.064912573728,,,80.55600000000001,170.352
194,1920.9349174574486,,,80.724,170.436
195,1930.8046414061757,,,80.89200000000001,170.268
196,1940.6740851495383,,,80.89200000000001,170.10000000000002
197,1950.5432494162737,,,80.808,170.184
198,1960.412134934922,,,80.89200000000001,170.352
199,1970.2807424348373,,,80.89200000000001,169.93200000000002
200,1980.149072642974,,,80.724,169.68
201,1990.0171262888414,,,80.47200000000001,170.10000000000002
202,1999.8849041000108,,,80.64,170.352
203,2009.7524068053287,,,80.64,170.52
204,2019.6196351310566,,,80.64,170.01600000000002
205,2029.4865898061962,,,80.64,170.10000000000002
206,2039.3532715583087,,,80.89200000000001,170.352
207,2049.219681114998,,,80.808,170.352
208,2059.0858192026667,,,80.808,170.52
209,2068.951686549845,,,80.724,170.268
210,2078.8172838831265,,,80.89200000000001,170.436
211,2088.682611929626,,,80.89200000000001,170.436
212,2098.5476714163315,,,80.808,170.77200000000002
213,2108.4124630690662,,,80.808,170.52
214,2118.276987615914,,,80.64,170.604
215,2128.1412457830397,,,80.55600000000001,170.94
216,2138.0052382962776,,,80.724,170.352
217,2147.8689658808744,,,80.89200000000001,170.77200000000002
218,2157.7324292658095,,,80.808,170.436
219,2167.595629175119,,,80.89200000000001,170.85600000000002
220,2177.4585663346807,,,80.89200000000001,170.94
221,2187.321241471144,,,80.808,170.94
222,2197.183655309025,,,80.64,170.77200000000002
223,2207.0458085747387,,,80.64,170.94
224,2216.9077019931956,,,80.55600000000001,170.85600000000002
225,2226.769336289892,,,80.64,171.108
226,2236.6307121897453,,,80.808,171.108
227,2246.491830417927,,,80.976,171.36
228,2256.352691699341,,,80.724,171.36
229,2266.2132967583484,,,80.808,171.36
230,2276.0736463199023,,,80.724,171.108
231,2285.9337411082,,,80.976,171.36
232,2295.7935818481465,,,80.808,171.44400000000002
233,2305.6531692638196,,,80.55600000000001,171.44400000000002
234,2315.512504078258,,,80.808,172.032
235,2325.371587017399,,,80.724,172.20000000000002
236,2335.2304188031244,,,80.808,171.78
237,2345.0890001612247,,,80.724,171.864
238,2354.9473318138894,,,80.89200000000001,172.20000000000002
239,2364.8054144844577,,,80.64,171.61200000000002
240,2374.663248896286,,,80.89200000000001,171.44400000000002
241,2384.5208357738893,,,81.06,171.78
242,2394.378175838892,,,80.808,171.78
243,2404.235269815574,,,80.724,171.696
244,2414.0921184257163,,,80.808,171.696
245,2423.9487223922397,,,80.976,171.44400000000002
246,2433.805082438632,,,80.976,171.44400000000002
247,2443.6611992861176,,,80.976,170.94
248,2453.5170736576224,,,80.64,170.94
249,2463.3727062758926,,,80.55600000000001,171.108
250,2473.2280978621047,,,80.976,171.696
251,2483.0832491384963,,,80.808,171.52800000000002
252,2492.938160826843,,,80.808,171.192
253,2502.7928336496643,,,80.808,171.696
254,2512.6472683279876,,,80.808,171.864
255,2522.5014655825294,,,80.976,171.78
256,2532.355426135618,,,80.808,171.52800000000002
257,2542.209150709048,,,80.976,171.36
258,2552.062640022256,,,81.06,171.52800000000002
259,2561.9158947967853,,,80.89200000000001,171.864
260,2571.768915753798,,,80.89200000000001,171.864
261,2581.621703614551,,,81.144,171.864
262,2591.4742590993615,,,80.976,171.61200000000002
263,2601.3265829274465,,,81.06,172.032
264,2611.178675819501,,,80.976,172.116
265,2621.030538497647,,,80.976,172.20000000000002
266,2630.88217168052,,,80.808,172.20000000000002
267,2640.733576087537,,,80.89200000000001,172.032
268,2650.584752439114,,,80.976,172.116
269,2660.4357014557622,,,81.144,172.032
270,2670.2864238560082,,,81.06,172.116
271,2680.136920359078,,,80.976,171.948
272,2689.9871916856832,,,80.808,172.20000000000002
273,2699.837238553471,,,80.89200000000001,172.032
274,2709.687061683549,,,80.89200000000001,172.116
275,2719.536661792465,,,80.55600000000001,172.116
276,2729.386039601226,,,80.89200000000001,172.36800000000002
277,2739.23519582683,,,80.724,172.28400000000002
278,2749.0841311889626,,,80.808,172.116
279,2758.9328464047435,,,80.55600000000001,171.864
280,2768.781342194805,,,80.64,171.696
281,2778.629619275059,,,80.47200000000001,171.61200000000002
282,2788.477678365686,,,80.22,171.52800000000002
283,2798.3255201824018,,,80.47200000000001,171.948
284,2808.173145444807,,,80.808,171.44400000000002
285,2818.0205548693257,,,80.55600000000001,171.108
286,2827.86774917507,,,80.64,171.36
287,2837.7147290780117,,,80.64,171.44400000000002
288,2847.5614952965702,,,80.808,171.52800000000002
289,2857.4080485477784,,,80.89200000000001,171.276
290,2867.254389548017,,,81.06,171.52800000000002
291,2877.100519014346,,,81.06,171.52800000000002
292,2886.9464376650735,,,81.06,171.36
293,2896.792146214779,,,81.06,171.44400000000002
294,2906.637645381816,,,80.976,171.36
295,2916.4829358810707,,,80.808,171.276
296,2926.328018430755,,,80.724,170.94
297,2936.1728937454163,,,80.724,171.024
298,2946.01756254263,,,80.89200000000001,170.85600000000002
299,2955.8620255362694,,,81.06,170.436
300,2965.7062834445283,,,80.976,170.604
301,2975.5503369822877,,,80.89200000000001,170.268
302,2985.394186863785,,,80.976,170.436
303,2995.2378338063795,,,80.89200000000001,170.268
304,3005.0812785248554,,,80.808,169.848
305,3014.9245217341117,,,80.89200000000001,169.428
306,3024.767564148959,,,80.89200000000001,169.428
307,3034.6104064855244,,,80.808,169.428
308,3044.453049457558,,,80.808,169.428
309,3054.295493780514,,,80.808,169.26000000000002
310,3064.1377401681925,,,80.55600000000001,169.17600000000002
311,3073.9797893352447,,,80.808,169.092
312,3083.821641997065,,,80.55600000000001,169.092
313,3093.663298867911,,,80.724,169.17600000000002
314,3103.5047606596304,,,80.808,169.34400000000002
315,3113.3460280881113,,,80.724,169.092
316,3123.1871018673132,,,80.808,169.34400000000002
317,3133.027982711108,,,80.724,170.01600000000002
318,3142.8686713307743,,,80.724,170.352
319,3152.7091684425905,,,80.808,170.352
320,3162.549474758436,,,80.808,170.436
321,3172.3895909926646,,,80.64,170.184
322,3182.229517857165,,,80.808,170.268
323,3192.0692560656216,,,80.64,170.268
324,3201.9088063306895,,,80.64,170.268
325,3211.7481693655836,,,80.724,170.352
326,3221.5873458820306,,,80.724,170.268
327,3231.426336593441,,,80.808,170.01600000000002
328,3241.2651422119948,,,80.808,169.764
329,3251.103763449713,,,80.89200000000001,169.596
330,3260.9422010178464,,,80.976,169.17600000000002
331,3270.780455630215,,,80.808,169.092
332,3280.6185279973442,,,80.808,169.008
333,3290.4564188319227,,,80.89200000000001,169.008
334,3300.2941288448746,,,80.808,169.008
335,3310.131658748218,,,80.55600000000001,169.092
336,3319.969009252446,,,80.808,169.17600000000002
337,3329.806181071063,,,80.808,168.924
338,3339.6431749121225,,,80.724,169.17600000000002
339,3349.4799914882196,,,80.808,169.34400000000002
340,3359.3166315106446,,,81.06,168.756
341,3369.1530956897927,,,80.976,168.58800000000002
342,3378.9893847361004,,,80.89200000000001,168.42000000000002
343,3388.82549936027,,,80.89200000000001,168.924
344,3398.6614402728233,,,80.64,168.672
345,3408.4972081839587,,,80.808,169.34400000000002
346,3418.3328038032164,,,80.808,169.092
347,3428.1682278420035,,,80.808,168.756
348,3438.003481009062,,,80.976,168.84
349,3447.838564014504,,,80.808,168.924
350,3457.6734775677096,,,80.808,169.17600000000002
351,3467.5082223793743,,,80.976,169.092
352,3477.3427991582466,,,80.89200000000001,169.17600000000002
353,3487.1772086128058,,,80.808,168.756
354,3497.0114514532497,,,80.808,168.84
355,3506.8455283881253,,,80.724,168.672
356,3516.679440127551,,,80.89200000000001,168.58800000000002
357,3526.5131873780247,,,80.724,168.924
358,3536.346770849935,,,80.976,168.84
359,3546.1801912517267,,,81.06,168.672
360,3556.01344929218,,,80.976,168.42000000000002
361,3565.846545678391,,,80.976,168.50400000000002
362,3575.679481118951,,,80.89200000000001,168.084
363,3585.51225632268,,,80.976,168.168
364,3595.344871997889,,,81.06,167.83200000000002
365,3605.1773288501345,,,80.808,168.0
366,3615.0096275889373,,,80.89200000000001,168.336
367,3624.8417689220573,,,80.976,168.58800000000002
368,3634.673753556618,,,81.06,168.756
369,3644.5055821987917,,,81.06,169.008
370,3654.337255557427,,,81.144,169.008
371,3664.168774338875,,,81.22800000000001,169.34400000000002
372,3674.000139250416,,,81.144,169.26000000000002
373,3683.8313509982495,,,81.22800000000001,169.17600000000002
374,3693.66241029022,,,81.06,169.17600000000002
375,3703.493317832046,,,81.06,169.092
376,3713.3240743309234,,,80.976,168.58800000000002
377,3723.154680491829,,,80.976,168.50400000000002
378,3732.985137022893,,,81.06,168.0
379,3742.8154446290705,,,81.06,168.42000000000002
380,3752.64560401685,,,80.976,167.74800000000002
381,3762.4756158912005,,,81.22800000000001,168.084
382,3772.3054809599494,,,81.22800000000001,168.0
383,3782.135199925376,,,81.144,167.74800000000002
384,3791.9647734965365,,,81.22800000000001,168.084
385,3801.7942023762216,,,81.31200000000001,167.916
386,3811.6234872719006,,,81.22800000000001,167.412
387,3821.4526288865454,,,81.06,167.16
388,3831.28162792696,,,81.144,167.16
389,3841.110485096958,,,81.22800000000001,166.656
390,3850.939201101758,,,81.31200000000001,166.74
391,3860.7677766462743,16.212,,81.22800000000001,166.824
392,3870.5962124342136,16.296,,81.31200000000001,166.74
393,3880.424509171278,16.296,,81.144,166.572
394,3890.2526675609315,16.296,,81.31200000000001,166.572
395,3900.080688307145,16.212,,81.396,166.656
396,3909.9085721146485,16.128,,81.31200000000001,167.16
397,3919.736319686269,16.128,,81.144,167.07600000000002
398,3929.5639317272303,16.296,,81.31200000000001,167.16
399,3939.3914089411473,16.212,,81.31200000000001,167.496
400,3949.2187520301336,16.296,,81.31200000000001,167.83200000000002
401,3959.0459616989415,16.296,,81.22800000000001,167.58
402,3968.8730386507295,16.212,,81.396,167.58
403,3978.699983589089,16.380000000000003,,81.31200000000001,167.496
404,3988.526797215283,16.296,,81.22800000000001,167.916
405,3998.353480234352,16.296,,81.31200000000001,167.74800000000002
406,4008.1800333485867,16.296,,81.22800000000001,167.496
407,4018.0064572600104,16.296,,80.976,167.58
408,4027.832752671996,16.380000000000003,,81.396,167.74800000000002
409,4037.658920286693,16.464000000000002,,81.396,167.496
410,4047.484960806848,16.548000000000002,,81.48,167.66400000000002
411,4057.3108749348103,16.464000000000002,,81.48,167.244
412,4067.136663371321,16.380000000000003,,81.48,167.244
413,4076.9623268193154,16.380000000000003,,81.48,167.328
414,4086.787865981757,16.548000000000002,,81.56400000000001,167.244
415,4096.613281559209,16.548000000000002,,81.64800000000001,167.244
416,4106.438574253181,16.548000000000002,,81.56400000000001,167.244
417,4116.263744765999,16.380000000000003,,81.31200000000001,167.66400000000002
418,4126.0887937987845,16.380000000000003,,81.48,167.74800000000002
419,4135.913722052227,16.380000000000003,,81.56400000000001,168.168
420,4145.738530227888,16.296,,81.48,168.168
421,4155.563219027117,16.380000000000003,,81.56400000000001,168.252
422,4165.387789150757,16.380000000000003,,81.56400000000001,168.336
423,4175.212241299974,16.632,,81.48,168.756
424,4185.036576173828,16.632,,81.396,168.42000000000002
425,4194.860794474694,16.548000000000002,,81.396,168.084
426,4204.68489690279,16.548000000000002,,81.48,168.252
427,4214.508884157587,16.548000000000002,,81.396,168.42000000000002
428,4224.332756939726,16.548000000000002,,81.396,167.916
429,4234.156515949174,16.548000000000002,,81.396,168.168
430,4243.980161886182,16.464000000000002,,81.48,167.74800000000002
431,4253.8036954510135,16.716,,81.56400000000001,167.66400000000002
432,4263.627117342414,16.716,,81.48,167.412
433,4273.450428259815,16.716,,81.732,167.07600000000002
434,4283.273628904463,16.548000000000002,,81.56400000000001,166.90800000000002
435,4293.096719973826,16.8,,81.64800000000001,166.99200000000002
436,4302.919702167916,16.632,,81.56400000000001,166.404
437,4312.742576186699,16.632,,81.64800000000001,166.15200000000002
438,4322.5653427277275,16.548000000000002,,81.48,166.068
439,4332.388002490453,16.632,,81.48,165.9
440,4342.210556173824,16.716,,81.56400000000001,165.56400000000002
441,4352.033004476559,16.632,,81.64800000000001,165.228
442,4361.855348097989,16.632,,81.816,164.976
443,4371.677587734006,16.968,,81.816,164.976
444,4381.499724085046,16.548000000000002,,81.732,164.64000000000001
445,4391.3217578495705,16.548000000000002,,81.732,164.472
446,4401.143689724767,16.968,,82.06800000000001,164.72400000000002
447,4410.965520407662,16.632,,81.56400000000001,164.80800000000002
448,4420.78725059695,16.548000000000002,,81.816,164.976
449,4430.6088809915545,16.632,,81.816,165.144
450,4440.430412288076,16.716,,81.732,165.228
451,4450.2518451827555,16.884,,81.816,165.648
452,4460.073180374178,16.548000000000002,,81.64800000000001,165.816
453,4469.8944185603505,16.380000000000003,,81.56400000000001,165.9
454,4479.715560436976,16.884,,81.64800000000001,166.068
455,4489.536606702026,16.716,,81.56400000000001,165.648
456,4499.357558051167,16.968,,81.64800000000001,165.56400000000002
457,4509.178415182392,16.884,,81.64800000000001,165.56400000000002
458,4518.9991787919935,16.548000000000002,,81.56400000000001,165.56400000000002
459,4528.8198495759825,16.968,,81.56400000000001,165.39600000000002
460,4538.640428230856,16.548000000000002,,81.396,164.89200000000002
461,4548.46091545347,16.968,,81.48,165.06
462,4558.281311940728,16.548000000000002,,81.396,164.976
463,4568.101618386204,16.464000000000002,,81.396,165.06
464,4577.921835487444,16.968,,81.48,164.388
465,4587.741963940411,17.052,,81.56400000000001,164.388
466,4597.5620044410925,16.632,,81.56400000000001,164.13600000000002
467,4607.381957683214,16.296,,81.396,164.388
468,4617.201824364126,16.380000000000003,,81.396,163.96800000000002
469,4627.021605178381,16.716,,81.22800000000001,163.548
470,4636.841300821369,16.296,,81.396,163.8
471,4646.660911987993,16.632,,81.396,163.716
472,4656.480439373024,16.716,,81.396,163.38000000000002
473,4666.299883672227,16.716,,81.48,163.716
474,4676.119245580083,16.296,,81.48,163.464
475,4685.938525790436,16.632,,81.48,163.716
476,4695.757724998171,16.8,,81.396,163.548
477,4705.5768438984405,16.884,,81.56400000000001,163.38000000000002
478,4715.3958831842765,16.8,,81.56400000000001,163.29600000000002
479,4725.21484355047,16.380000000000003,,81.64800000000001,163.12800000000001
480,4735.033725691359,16.464000000000002,,81.56400000000001,163.29600000000002
481,4744.852530300764,16.884,,81.56400000000001,162.876
482,4754.671258071964,17.136000000000003,,81.732,163.12800000000001
483,4764.489909698967,16.8,,81.64800000000001,162.96
484,4774.308485875515,16.8,,81.732,162.96
485,4784.126987295323,16.548000000000002,,81.816,162.876
486,4793.94541465124,16.968,,81.732,162.96
487,4803.763768635502,16.548000000000002,,81.732,163.044
488,4813.582049942848,16.716,,81.64800000000001,163.29600000000002
489,4823.400259266619,16.716,,81.64800000000001,163.96800000000002
490,4833.218397297177,16.296,,81.732,164.13600000000002
491,4843.036464729314,16.044,,81.64800000000001,164.304
492,4852.854462255873,16.212,,81.64800000000001,164.22
493,4862.672390568294,16.632,,81.56400000000001,164.556
494,4872.490250359369,16.380000000000003,,81.64800000000001,164.556
495,4882.308042321719,16.8,,81.816,164.976
496,4892.1257671465255,16.632,,81.732,164.976
497,4901.943425527515,16.380000000000003,,81.56400000000001,164.72400000000002
498,4911.761018154937,16.380000000000003,,81.48,164.72400000000002
499,4921.578545721405,16.380000000000003,,81.56400000000001,164.80800000000002
500,4931.396008918333,16.212,,81.56400000000001,164.80800000000002
501,4941.213408438262,16.464000000000002,,81.48,164.80800000000002
502,4951.030744971017,16.212,,81.56400000000001,164.80800000000002
503,4960.84801920856,16.464000000000002,,81.64800000000001,164.388
504,4970.6652318437245,16.212,,81.56400000000001,164.22
505,4980.482383565564,16.380000000000003,,81.64800000000001,164.304
506,4990.299475065656,16.296,,81.48,164.05200000000002
507,5000.1165070349825,16.212,,81.64800000000001,164.13600000000002
508,5009.933480164686,16.296,,81.64800000000001,164.13600000000002
509,5019.75039514526,16.212,,81.732,163.632
510,5029.567252666571,16.212,,81.816,163.716
511,5039.384053419483,16.212,,81.9,163.548
512,5049.20079809543,16.464000000000002,,81.9,163.29600000000002
513,5059.017487382623,16.548000000000002,,81.98400000000001,163.044
514,5068.834121972206,16.548000000000002,,81.816,162.96
515,5078.650702553996,16.464000000000002,,81.816,162.792
516,5088.4672298179685,16.548000000000002,,81.816,162.708
517,5098.283704453985,16.128,,81.816,162.45600000000002
518,5108.100127151091,16.464000000000002,,81.98400000000001,162.288
519,5117.916498598918,16.548000000000002,,82.06800000000001,162.54000000000002
520,5127.732819487619,16.632,,82.06800000000001,162.45600000000002
521,5137.549090505694,16.548000000000002,,81.98400000000001,162.45600000000002
522,5147.365312341928,16.380000000000003,,81.98400000000001,162.708
523,5157.181485685564,16.380000000000003,,81.9,162.708
524,5166.997611227521,16.380000000000003,,81.9,162.876
525,5176.813689653912,16.380000000000003,,81.816,163.12800000000001
526,5186.62972165398,16.212,,81.816,163.29600000000002
527,5196.445707917511,16.464000000000002,,81.9,163.548
528,5206.261649132197,16.464000000000002,,81.9,163.88400000000001
529,5216.077545986073,16.464000000000002,,81.816,163.96800000000002
530,5225.893399167902,16.380000000000003,,81.9,164.05200000000002
531,5235.7092093645715,16.296,,81.98400000000001,164.13600000000002
532,5245.524977266247,16.044,,81.98400000000001,164.304
533,5255.340703559731,16.212,,82.152,163.96800000000002
534,5265.1563889323015,15.876000000000001,,82.06800000000001,163.716
535,5274.972034071544,16.044,,81.98400000000001,163.38000000000002
536,5284.787639666849,15.792000000000002,,82.152,163.548
537,5294.603206403297,16.128,,82.06800000000001,163.044
538,5304.418734968787,16.128,,82.32000000000001,163.044
539,5314.234226052147,15.96,,82.32000000000001,162.708
540,5324.049680338171,16.212,,82.40400000000001,162.288
541,5333.865098514835,16.296,,82.572,162.62400000000002
542,5343.680481269304,16.128,,82.572,162.372
543,5353.495829287968,16.128,,82.488,162.204
544,5363.31114325762,16.128,,82.488,161.952
545,5373.12642386462,15.96,,82.32000000000001,162.12
546,5382.941671794855,16.212,,82.488,162.036
547,5392.756887735777,16.212,,82.572,161.952
548,5402.572072372823,16.128,,82.40400000000001,161.952
549,5412.387226392136,16.128,,82.488,161.952
550,5422.202350478868,15.96,,82.572,161.86800000000002
551,5432.017445320569,16.212,,82.572,161.86800000000002
552,5441.832511602105,16.212,,82.656,161.86800000000002
553,5451.6475500083625,16.128,,82.74000000000001,162.12
554,5461.462561224915,16.128,,82.656,162.288
555,5471.277545938339,16.044,,82.74000000000001,162.372
556,5481.092504833144,16.044,,82.824,162.372
557,5490.90743859432,16.296,,82.824,162.372
558,5500.722347906866,15.96,,82.74000000000001,162.204
559,5510.537233456406,15.96,,82.488,162.12
560,5520.352095927193,15.96,,82.656,162.288
561,5530.166936003641,16.044,,82.74000000000001,162.288
562,5539.981754370637,16.212,,82.824,162.288
563,5549.796551712692,16.044,,82.656,162.288
564,5559.6113287141025,16.128,,82.824,162.54000000000002
565,5569.426086059031,16.128,,82.74000000000001,162.45600000000002
566,5579.24082443163,16.128,,82.824,162.54000000000002
567,5589.055544516315,16.044,,82.824,162.708
568,5598.870246995934,15.96,,82.824,162.62400000000002
569,5608.684932555076,15.96,,82.824,162.708
570,5618.499601876858,16.128,,82.908,162.96
