,x_coord,base,surface,velocity,bmb,smb,tmb,dQdx,dQdy
87,11638.795986622075,-232.68857256527764,27.151229296057434,172.03963874164992,1.000000000000002,0.3244114847246631,-0.6767100781597174,-0.306740576693068,-0.3699695014666493
88,11772.575250836122,-231.82275899537032,27.05020197655898,172.52379797903492,1.0000000000000022,0.32667655577583515,-0.6742790451828168,-0.3057933144055465,-0.36848573077727026
89,11906.354515050169,-230.96236851505031,26.9498074494115,173.00801938556512,1.0000000000000016,0.32911041843450567,-0.6716272787406792,-0.30460884227940777,-0.3670184364612714
90,12040.133779264215,-230.10746878440034,26.850053609521055,173.49230989591274,1.000000000000001,0.33172132230213475,-0.6687258202936436,-0.3031582546400768,-0.36556756565356663
91,12173.913043478262,-229.25812859013288,26.7509484832543,173.97667649224846,1.000000000000001,0.3345175127695186,-0.6655463877284042,-0.30141331265390575,-0.3641330750744985
92,12307.692307692309,-228.41446459078057,26.652505682893665,174.46112686037293,1.0000000000000016,0.3375069679486221,-0.6621145809970295,-0.29939918631215356,-0.36271539468487585
93,12441.471571906355,-227.57665636892142,26.55474616300389,174.94566961095748,1.0000000000000016,0.34069731463271474,-0.6585268241300894,-0.2972112476442109,-0.3613155764858786
94,12575.250836120402,-226.74488645060939,26.457691221608698,175.4303134162148,1.0000000000000013,0.3440961435861002,-0.654882642835262,-0.29494794366511645,-0.35993469917014553
95,12709.030100334448,-225.9192770490589,26.361355119137706,175.91506688649662,1.0000000000000007,0.3477104982389349,-0.6512041422845598,-0.2926310056561995,-0.35857313662836043
96,12842.809364548495,-225.09986682726986,26.265742366976937,176.39993854645994,0.9999999999999998,0.35154666380992194,-0.6474061784729453,-0.29017589207031314,-0.3572302864026324
97,12976.588628762544,-224.2866888919012,26.170856828171654,176.88493693393357,0.9999999999999997,0.3556108627531796,-0.6433963555796257,-0.2874908746678407,-0.3559054809117851
98,13110.36789297659,-223.4798063019481,26.07670586075073,177.37007158659935,1.0000000000000002,0.3599089555303425,-0.6391145929336252,-0.28451620026306473,-0.3545983926705604
99,13244.147157190637,-222.67932585506205,25.98330192638125,177.85535350220016,1.0000000000000009,0.36444627399437396,-0.6345479988781506,-0.28123880805079066,-0.3533091908273602
100,13377.926421404683,-221.88535789193452,25.890657900149364,178.34079380459877,1.0000000000000016,0.36922809167421733,-0.6296875171608852,-0.27764943286858795,-0.35203808429229727
101,13511.70568561873,-221.09801735300533,25.798787193862104,178.82640423375136,1.0000000000000024,0.3742587127294437,-0.6245298125886602,-0.27374450596708066,-0.3507853066215797
102,13645.484949832777,-220.31742626104815,25.70770404572752,179.31219747822598,1.0000000000000024,0.3795409487600144,-0.619080358810469,-0.2695292294909143,-0.3495511293195548
103,13779.264214046823,-219.54370712533125,25.617422750720205,179.7981863159011,1.000000000000002,0.38507746712063723,-0.6133452608018026,-0.26500943431335455,-0.34833582648844813
104,13913.04347826087,-218.77697445100551,25.52795666985558,180.2843841011498,1.0000000000000016,0.39086977390982897,-0.6073224592905846,-0.26018283054983826,-0.3471396287407465
105,14046.822742474917,-218.01732974485364,25.43931764743655,180.7708051245499,1.0000000000000009,0.3969174893922257,-0.6009966365913125,-0.2550339405279821,-0.34596269606333063
106,14180.602006688965,-217.2648735204786,25.35151741187697,181.25746377154314,1.0000000000000007,0.4032200432615861,-0.5943516015838759,-0.2495464185661169,-0.3448051830177591
107,14314.381270903012,-216.5197220457661,25.264569529876713,181.7443751573986,1.000000000000001,0.409775436453649,-0.5873983903507032,-0.24373106289970872,-0.34366732745099454
108,14448.160535117058,-215.78201858132016,25.178490717776693,182.23155564784022,1.0000000000000016,0.4165792219309295,-0.5801946889050563,-0.2376451789973863,-0.34254950990767
109,14581.939799331105,-215.05190876433076,25.093297969229404,182.71902172902,1.0000000000000013,0.4236267010392016,-0.5728025768665724,-0.23135045389736256,-0.3414521229692099
110,14715.719063545152,-214.3295122242293,25.009005243176126,183.20678966072828,1.0000000000000009,0.4309121162603239,-0.5652663009955062,-0.22489092918986558,-0.34037537180564054
111,14849.498327759198,-213.61490156024493,24.925621010846438,183.69487529342243,1.0000000000000002,0.43842779531738335,-0.5575978606372999,-0.21827873794902486,-0.3393191226882748
112,14983.277591973245,-212.908144300272,24.843153151722003,184.18329444051741,0.9999999999999994,0.4461658505646296,-0.5498057308977788,-0.21152252455419684,-0.3382832063435818
113,15117.056856187291,-212.2092938648638,24.761607899171644,184.6720636005964,0.9999999999999994,0.45411680698408674,-0.5418833679991076,-0.2046159024090922,-0.3372674655900153
114,15250.836120401338,-211.51837673991443,24.68098834369772,185.1612005804108,0.9999999999999996,0.46226815884284356,-0.5337955531278841,-0.19752378679504679,-0.3362717663328374
115,15384.615384615387,-210.83541640489017,24.601297224998053,185.6507233355262,0.9999999999999996,0.47060704873323594,-0.5255039917374195,-0.19020801451895591,-0.33529597721846366
116,15518.394648829433,-210.16043973765923,24.522537679312435,186.14065004579507,0.9999999999999999,0.47911913829229313,-0.5169913978464672,-0.18265141101064583,-0.3343399868358214
117,15652.17391304348,-209.4934804695853,24.444713642579714,186.63099934338413,0.9999999999999999,0.4877871025411219,-0.5082828530697334,-0.17487912907819206,-0.33340372399154133
118,15785.953177257526,-208.8345730543323,24.367829135020205,187.12178991439006,1.0000000000000004,0.49659324985535774,-0.49940848987170156,-0.1669213678645828,-0.3324871220071187
119,15919.732441471573,-208.18373430116156,24.29188611801992,187.61304036675995,1.0000000000000002,0.5055185733460996,-0.4903910105231003,-0.1588009519132912,-0.33159005860980906
120,16053.51170568562,-207.54094341781718,24.216882165437745,188.10476914189928,1.0000000000000004,0.5145412631991126,-0.48123728300601437,-0.15052498995455363,-0.3307122930514607
121,16187.290969899666,-206.90617475078963,24.142814283898,188.59699465931885,1.0000000000000007,0.5236391443986785,-0.4719521988147205,-0.14209862962408099,-0.3298535691906395
122,16321.070234113713,-206.2793945875908,24.06967853966433,189.08973522219281,1.0000000000000009,0.532788813884917,-0.46255291225874584,-0.13353932369654808,-0.3290135885621978
123,16454.84949832776,-205.66055105894355,23.997468880378342,189.5830088715911,1.0000000000000013,0.5419641018281307,-0.4530842056337855,-0.12489224828765229,-0.3281919573461332
124,16588.628762541808,-205.0495898030653,23.926178962844016,190.07683361032232,1.0000000000000013,0.5511384599583234,-0.4435947224702784,-0.11620645403904531,-0.32738826843123303
