,x_coord,base,surface,velocity,bmb,smb,tmb,dQdx,dQdy
215,23010.033444816054,-116.19616241534294,13.558330837995292,168.47830646150433,1.000000000000001,0.31854708273920046,-0.7391185079475301,-0.5675261656351366,-0.17159234231239334
216,23117.05685618729,-115.70442800244548,13.500952885781519,168.72330756780417,1.0000000000000013,0.3168754705174754,-0.7404466531414216,-0.5696697668808751,-0.17077688626054627
217,23224.08026755853,-115.21313686985029,13.44362665765972,168.96796542333155,1.0000000000000013,0.3153322512957821,-0.7417386752955631,-0.5717782227743474,-0.1699604525212157
218,23331.103678929765,-114.72230453875281,13.38635396471814,169.21227231291718,1.0000000000000009,0.31390961378810567,-0.7429927350441846,-0.5738497028542372,-0.16914303218994736
219,23438.127090301005,-114.23195057559187,13.329137090063595,169.4562205162819,1.0000000000000002,0.3126003111322808,-0.7442148116870343,-0.5758901316073464,-0.1683246800796881
220,23545.15050167224,-113.7420980762135,13.271978728631225,169.69980230868845,0.9999999999999997,0.3113975889165124,-0.7454177061787717,-0.5779121995830198,-0.16750550659575192
221,23652.17391304348,-113.25276981353214,13.214881537674946,169.9430099485678,0.9999999999999997,0.31029472413503206,-0.7466137971963496,-0.5799281784494322,-0.1666856187469173
222,23759.197324414716,-112.76397987173415,13.157847160605824,170.1858353659337,1.0000000000000004,0.3092852867853973,-0.7478026442657717,-0.5819376243107178,-0.16586501995505373
223,23866.22073578595,-112.27573438851758,13.10087631360018,170.42827019043787,1.0000000000000013,0.30836311483849754,-0.7489720828461324,-0.5839284639420341,-0.1650436189040982
224,23973.24414715719,-111.78803944208927,13.043969705892623,170.67030601859892,1.0000000000000016,0.30752206841063945,-0.7501098682556809,-0.585888544744343,-0.16422132351133795
225,24080.267558528427,-111.30090630217873,12.987128652489758,170.91193395514088,1.0000000000000009,0.3067562811983028,-0.7512115852674163,-0.5878134829587335,-0.16339810230868282
226,24187.290969899666,-110.81435133817365,12.930355063451,171.15314462169576,1.0000000000000002,0.30606015563712013,-0.7522805095663154,-0.5897065261962309,-0.16257398337008455
227,24294.314381270902,-110.3283910664708,12.87365086598949,171.3939286078533,1.0000000000000004,0.3054281250299684,-0.7533201779636552,-0.5915711812648549,-0.1617489966988003
228,24401.33779264214,-109.84304036247502,12.817017795839492,171.63427621925206,1.000000000000001,0.3048550969817488,-0.7543326085480543,-0.5934094502464654,-0.1609231583015889
229,24508.361204013378,-109.3583124119998,12.760457391585568,171.87417746917015,1.0000000000000018,0.3043364674462765,-0.7553182557071076,-0.5952217859329151,-0.1600964697741924
230,24615.384615384617,-108.87422028243641,12.703971177994204,172.11362234210276,1.000000000000002,0.30386766911651625,-0.756277449694532,-0.5970085182541969,-0.15926893144033513
231,24722.408026755853,-108.39077595384482,12.647560552956797,172.35260041473836,1.0000000000000016,0.30344451548473056,-0.7572091293849641,-0.5987686019752098,-0.1584405274097543
232,24829.43143812709,-107.9079902328119,12.591226777438234,172.5911008236508,1.000000000000001,0.3030632310106586,-0.7581107320443105,-0.6004995077506364,-0.15761122429367397
233,24936.45484949833,-107.42587397952194,12.534971118657399,172.82911267581989,1.0000000000000009,0.30272007318006283,-0.7589798615368356,-0.6021988719441053,-0.15678098959273049
234,25043.478260869564,-106.94444130339724,12.47879522297,173.0666248538489,1.0000000000000009,0.3024116655536711,-0.759821125537413,-0.603871283659517,-0.15594984187789612
235,25150.501672240804,-106.46370998962335,12.422701165637603,173.3036259865116,1.000000000000001,0.30213504582160444,-0.7606470549172774,-0.6055291974228282,-0.15511785749444945
236,25257.52508361204,-105.98369783800383,12.366691023627476,173.54010468555063,1.000000000000001,0.30188728277586013,-0.7614703114881587,-0.6071851983174031,-0.15428511317075563
237,25364.54849498328,-105.50441649521328,12.310766155929997,173.77604944889973,1.0000000000000004,0.3016657423768119,-0.7622936371730992,-0.6088420430950087,-0.15345159407809042
238,25471.571906354515,-105.02587013005991,12.254927048981894,174.01144863618143,0.9999999999999996,0.30146815173206226,-0.763107718304479,-0.610490544185617,-0.1526171741188617
239,25578.59531772575,-104.54806253594018,12.199174145415032,174.24629057652103,0.9999999999999992,0.3012922634181454,-0.7639026409332327,-0.6121209197686992,-0.15178172116453323
240,25685.61872909699,-104.07100032503516,12.143508216770718,174.4805627740508,0.9999999999999994,0.3011359671522507,-0.7646732196544619,-0.6137280911933689,-0.15094512846109273
241,25792.642140468226,-103.59469370119294,12.087930453683349,174.71425168170515,0.9999999999999998,0.3009973273948047,-0.7654202941264747,-0.6153129725399846,-0.15010732158648998
242,25899.665551839465,-103.11915308653036,12.032442072255982,174.947343674348,1.0000000000000002,0.3008744252821044,-0.7661450915645254,-0.6168768638429782,-0.14926822772154721
243,26006.6889632107,-102.6443882876403,11.977044216769357,175.179824718929,1.0,0.30076556302990703,-0.7668486939476467,-0.6184209404440277,-0.14842775350361898
244,26113.71237458194,-102.17040828870161,11.921737935540962,175.41168023737583,1.0,0.30066933824268194,-0.767531989201836,-0.6199462110803163,-0.14758577812151968
245,26220.735785953177,-101.69722199865686,11.866524268109348,175.64289560028917,1.0,0.3005843721669032,-0.7681958254939647,-0.6214536473846011,-0.1467421781093636
246,26327.759197324416,-101.22483749551583,11.811404157055815,175.873455559564,1.0000000000000002,0.3005094276901315,-0.7688398342246574,-0.622943038618739,-0.14589679560591848
247,26434.782608695652,-100.75326169291324,11.756378409096733,176.10334400011058,1.0000000000000004,0.30044346617970685,-0.7694619417561058,-0.6244125172038982,-0.1450494245522078
248,26541.806020066888,-100.28250144893876,11.701447824467213,176.33254472985314,1.0000000000000009,0.30038546576693387,-0.7700600285492387,-0.6258601732346661,-0.14419985531457283
249,26648.829431438127,-99.81256537249652,11.646613407695872,176.561040876804,1.0000000000000013,0.30033451232337016,-0.7706365116870083,-0.627288631965878,-0.1433478797211304
250,26755.852842809363,-99.34346471079552,11.59187647116151,176.78881454441532,1.0000000000000018,0.30028985407451575,-0.7712006444945921,-0.6287073526918429,-0.14249329180274933
251,26862.876254180603,-98.87521088423405,11.537238347451506,177.01584774896318,1.0000000000000022,0.3002507540419626,-0.7717621669770088,-0.6301262821366578,-0.14163588484035092
252,26969.89966555184,-98.40781245183659,11.482700035274268,177.24212235593438,1.000000000000002,0.3002165613511911,-0.7723258072422696,-0.631550414188196,-0.14077539305407352
